star_score,reviews
4,초등학교 앞에 있는 귀여운 동네 밥집  그럼에도 핫해서 웨이팅을 자매 두 분에서 운영하는데 인테리어는 물론 상차림도 너무 귀엽다 간은 다소 세다고 느꼈지만 맛있었고 수제고로케는 테이블 대부분이 필수로 시켜 먹을 만큼 굿굿
5,행사로 점심천원할인했어요 그리고 포인트도 넉넉히 쌓아주니 행복하게 먹을수있어요  스테이크 덮밥도맛있고 연어덮밥도 꿀맛 따른건 안먹어봤어요  그냥 간편하게 먹을수있어요 
5,크림스파게티 돈까스랑 김치해산물 볶음밥을 먹었는데 크림스파게티랑 돈까스랑 같이 먹는것이 생각보다 맛있고 괜찮았습니다 크림만 먹으면 느끼할 것 같아서 김치해산물 볶음밥도 같이시켰는데 매운맛이 조화를 잘 잡아주어서 좋았고 물론 김치볶음밥도 맛있습니다 매운거 잘 못드시는분에겐 좀 버거울 수도 있으니 주의하세요
5,유명하다고 소문난 연어초밥이랑 흐트러진덮밥을 시켜서 먹었습니다 연어초밥은 피스 중 필요에 따라 원하시는 갯수만큼 살짝 구워주시는데 훈제연어초밥이 진짜 맛있습니다 흐트러진덮밥도 같이 나오는 우동이랑 곁들여 먹으면 정말 맛있습니다 웨이팅이 길지만 생각보다 회전률이 좋아서 금방금방 사람빠집니다
5,멕시코 요리를 많이 먹어보지는 않았지만 괜찮았습니다 치미창가와 곁들여 먹는 토마토소스가 일품이에요 그리구 퀘사디아도 처음 먹어봤는데 모양은 피자 같지만 도우가 달라서 또 색다른 맛이 있었습니다 멕시코요리 맛집으로 추천합니다
5,년부터 지금까지 좋은 분위기를 유지하고있는 레스토랑입니다 반월당의 숨은 맛집으로 경양식 돈가스를 판매하고있구요 식전 스프와 샐러드 그리고 식후 커피까지 기분좋게 먹었습니다 웨이터분이 엄청 친절하시고 맛도 좋아서 또 가고싶은 곳입니다
5,아늑한 공간 애견동반 가능 밤늦게 방문하였는데 가는 길이 좀 무서웠음 조용히 커피를 즐길 수 있는 곳 단골이 꽤 많은 것 같았고 사장님이 원두 설명해주시는데 친절하심 인스타에서 좀 더 자세한 설명을 받아볼 수 있음
5,내부가 그리 넓진 않지만 자리를 알차게 잘 만들어놔서 생각보다 많이 수용가능한게 신기했다 그리고 곳곳에 인테리어와 조형물을 잘 배치해서 아기자기하고 감각적이다 시그니처 메뉴인 데일리오아시스와 말차를 먹었소를 주문했는데 개인적으로 맛은 데일리오아시스가 비주얼은 말차를 먹었소가 담당한다고 생각한다 가격대가 비싸다고 생각할 수도 있으나 올라가는 아이스크림이 하겐다즈라는 점에서 절대 비싼가격은 아니라고 생각한다 솔직히 사진찍기만 좋고 맛이 없으면 한번가고 마는데 내가 번째 방문째면 말 다했다 테이크아웃해서라도 먹고싶더라 맛있어서
3,제가 닭발좋아해서 닭발시켰는데 숯불 향 많이 나고 무뼈라 먹기 편해요 근데 진짜 매워요 매운 거 못 먹는 저는 땀나고 얼굴 터질 뻔   쌈 싸 먹을 수 있어요 쌈 싸도 매운 건 어쩔 수 없네요 소스까지 찍으면 더 매워서 저는 사이다로 달래지만 그래도 이건 뭐 매운 거 잘 먹는 분들만 가셔야겠어용 매운 거 못 먹는데 이거 먹고 너무 매워서 라면 시켰더니 라면까지 매움 더더더더 매워서 반의 반도 못 먹고 나왔다는  매운 거 잘 드시는 분들 추천드려요 숯불 향 나고 괜찮은데 저는 매워서 못먹겠더라규용  구워먹는닭발이라 살이 야들야들한 국물닭발이랑은 또 다르더라규요 저는 그다지 맛있지는 않았어요 제스탈이 아닌가봐요 그리고 요기는 닭다리살이 맛있다고합니다
5,이번에는 체리빙수를 먹으러 모모상점에 가봤습니다 체리빙수는 물얼음에 달달새콤한 체리 맛이 쥬스처럼 잘어울리는 빙수였어요 중간에도 달콤한 체리가 잔뜩 채워져있어는데 마지막에 치즈얼음 단짠 얼음이 바닥에 깔려있어 마지막에는 체리요거트처럼 즐길 수 있어서 좋았어요
5,마늘떡볶이와 납작만두 그리고 핫도그의 조합이 엄청 좋았습니다 가게는 인용테이블 두개와 긴탁자 하나로 협소한 공간이지만 옛 분식점을 떠올리게하는 추억의 장소입니다 핫도그를 떡볶이 국물에 찍어먹으니 더 맛있었습니다
5,테이블마다 비빔군만두를 다 먹고 있더라구요 궁금해서 시켜먹었는데 와 만두도 맛있고 비빔 양념이랑 너무 잘 어울리는거같았어요 찐교스는 부드럽고 맛있었어요 가격도 부담없어서 담에는 포장해서 집에서도 먹고싶네요
5,시반에 갔는데 웨이팅없이 바로 먹었어요 원에 갈비찜밥음료수계란죽 다 먹을수있어서 너무 좋네요 고기가 완전 야들야들 갈비찜에 밥도 맛있지만 양념에 김넣고 비벼먹으면 진짜 마무리까지 좋은거같아요
5,대구 반월당에 위치한 카페입니다 카야토스트가 정말 맛있어요 커피랑 같이 먹으면 더 맛있구요 커피는 아몬드크림라떼가 맛있었어요 플랫화이트 과일차 라떼 등등이 있어요 웨이팅이 있을 때가 있고 분위기가 괜찮고 조명도 잔잔하고 카페가 이뻐서 사진 찍기 좋아요
4,오랜만에 식사하러 갔는데 내부 인테리어가 살짝 변했네요 하지만 웨이팅이 긴 건 여전  추운 날씨에 기다리느라 벌벌 떨었지만 줄이 빨리 빠져서 그래도 괜찮았어요  저는 여기서 가장 유명한 크림소스 함박스테이크와 연어 사라다파스타를 시켰어요  스테이크가 약간 작아서 아쉬웠지만 맛은 옛날과 똑같네요  그리고 먹다 보면 스테이크 소스가 약간 부족한데 아쉽게도 추가가 안되네요  그러니 처음부터 많이 달라고 하는 것 도 좋을 거 같아요 기회되면 꼭 가보세요 
5,대구 동성로에 있는 돈가스 맛집 뜨돈입니다 점심 때 갔었는데 웨이팅이 있었어요 수제 돈가스 집이라 기본 돈가스랑 치킨치즈 가스 다양한 돈가스와 볶음밥 파스타 등등 다양한 메뉴가 있어요 매운맛 조절이 가능해요 돈가스와 해산물볶음밥을 먹었는데 돈가스 바삭하고 소스도 맛있어요 볶음밥도 간도 적절하고 맛있어요
5,동성로에서 간단히 브런치를 먹고싶다면 추천해요브런치류도 토스트류도 양이 푸짐해서 든든합니당 소세지토스트를 제일 추천해요 통통한 소세지가 통째로 들어가있는 진짜 소세지 토스트거든요  매운걸 좋아하신다면 핫소스를 무료로 추가할수도있고 반반도 가능해요
4,매장이 아늑하고 조용하고 분위기가 너무 좋아요 좌석도 나름 많은 편이예요 하지만 때에 따라 웨이팅이 있을 수도 있어요 아몬드 크림라떼가 이곳의 대표메뉴인데 크림이 적당히 달고 커피와 잘어울렸어요 디저트메뉴인 얼그레이피낭시에도 쫀득하고 타지않아 맛있어 커피랑 조합이 좋았네요
5,연어와 흐트러진덮밥이 유명한 곳입니다 오픈 전부터 사람들 웨이팅이 대단할 정도로 인기가 많아요 저는 비린거 절대 못먹는 입맛인데 여기 연어는 신선해서 하나도 안비리고 고소하게 입에서 녹아서 너무 맛있게 잘 먹었네요 웨이팅이 길지만 메뉴도 빨리나오고 회전률도 빠른 편이라 좋은 것 같아요
5,말차대박집인거같아요 제가찾던 말차의맛이었어요 쿠키도 직접 구우시는거같더라고요 가게가 작다는 점이 좀 아쉬웠는데진짜 생각나는 맛인거같아요 너무맛있었어요  인생카페
5,인정할수밖에없는 연어 이자카야 대박집 동성로담 진짜맛있어요  예전에 먹고 다시먹고싶어서 대구로 간건 안비밀 모밀이 진짜 꿀맛이에요양도 짐짜많고 모밀 두번드세용스시먹으면나와요
4,흔히 생각했던 맛을 예상하고 지인의 추천을 받아서 들어갔는데 흔히 생각할수있었던맛에 매콤함과 쫀득한 주먹밥의 결합으로 향긋한 깻잎에 쌈을 싸먹다보면 어느 한판이 없어지는 가게 닭포입니다가격은윈인데 어제명이서 먹고배불렀어요강추드려용
1,반월당닭강정 대구역점 진짜 실망스럽습니다 평소에 반월당점 대구역점 중앙로역점을 자주 애용합니다 그런데 오늘 사먹은 대구역점 닭강정에 대해서는 정말 실망이 큽니다 어디에 리뷰를 남길 수 있다면 남기고 싶네요 싱글컵 닭떡을 먹었는데 오죽했으면 제가 숫자를 세려봤습니다 중량으로 주시는거 압니다 그런데 닭고기의 크기가 그렇게 큰 편도 아니었던 것을 닭고기 개 떡 개 들어있더군요 떡개인거 알고 먹습니다 근데 떡공간 아래위로 공간을 그렇게 비워두고 고기 개요 뿌스래기같은 고기 개를요 길가에서 먹어서 사진도 안 찍었는데 찍어둘걸그랬습니다 먹을게 없더군요
5,여러 엽떡 매장을 가 보았지만 동성로점 엽떡이 최고네요 일단 단계로 시켰는데 너무너무 맛있어서 둘이서 거의 안남기고 다 먹었어요 그런적은 없었는데 진짜 맛있어요 그리고 동성로 지점은 쿨피스를 시켰는데 얼음도 주시더라고요 얼음주는 엽떡은 처음 감동입니다
4,동성로에서 멕시코 요리 맛집을 들자면 바스코와 블랙타코앤그릴 입니다 예전에는 밤 시에 가도 자리가 만석이고 주말저녁엔 웨이팅 필수였는데 어제 방문했더니 일요일임에도 불구하고 자리가 많았어요 다른 파히타 유명하다는 집도 가봤지만 파히타는 여기가 최고인거것 같네요
5,어릴 적 먹던 그 만두 맛을 그리워하며 방문했습니다 역시는 역시였습니다 여기 이 곳의 비빔 만두 맛은 아무도 따라오지 못할 것 같습니다한입을 베어물면 육즙이 팡팡 터져나오는데 그야말로 황홀할 지경입니다 군만두 역시 똑같습니다 유명하다는 태산 만두도 가 보았지만 비빔소스가 별루였는데 여기는 소스까지 상큼하니 완벽합니다 매우 추천합니다
5,여러 번 가 보았는데 딸기 시즌에는 처음 와 봤어요 이 곳 티라미슈가 매우 촉촉했던 기억이 있는데 딸기 케이크 역시 촉촉함이 살아있네요 커피의 케이크들 고유의 촉촉함이라 할 수 있겠네요 오늘의 주스로 청포도 주스를 먹었어요 청포도 그 자체였어요 예전에 청포도 케일 주스를 먹었는데 비슷한 맛이었어요
4,연어덮밥과 큐브스테이크덮밥 먹었어요 둘다 가격은 천원이었어요 부드러워서 먹기 부담없었고 양도 인이 먹기에 충분했어요 연어랑 스테이크 조금 주는곳들 많은데 밥을 덮을정도로 주시니 만족한편이었어요 연어도 가격대비 괜찮은 품질을 쓰는것같았어요
3,커플세트를 먹어봤어요 생각보다 샐러드우동은별로였네요  연어샐러드가 더 맛있는것같아요 계란스시가 제 입맛엔 가장 맛았어요 무엇보다 밥보다 회가 더 커서 좋았습니다 하지만 기대를 너무 했던것인지 기다린 만큼의 맛은 아니었네요 
4,가격 대비 좋아요 가게 내부가 넓어서 웨이팅을 할 일은 잘 없을 것같아요 메뉴도 다양해서 선택권도 넓고 하나를 시키면 반찬도 한상으로 나오는 경우가 많으니 여러가지를 맛볼 수 있어 지루함이 적네요
5,대구여행중 맛본 막창순대식감최고였습니다
5,동성로에 위치한 빈 플러스 몇 년 전 사촌 언니 소개로 처음 방문하게 되었습니다 시카고 피자와 불닭 파스타가 제일 맛있다고 해서 둘 다 시켰는데 완전 양 폭탄  명이서 가서 개 시키면 양은 충분합니다 제가 추천하는 방법은 파스타 하나 피자 하나 시켰을 때 파스타는 그 자리에서 다 먹고 남은 피자는 싸가기  왜냐하면 피자는 다음날 먹어도 넘나 맛나니까요  그 이후에도 파스타가 땡길때면 종종 새로운 사람들과 방문하는 진정한 맛집
5,대구 김광석거리 바로 옆에 위치하고 있어요 김광석거리 둘러보다 커피 한 잔 할겸 방문하면 좋을 것 같아요 내부가 크지는 않아서 사람 많을 땐 웨이팅이 있어요 미숫페너가 가장 대표적인 메뉴이고 디저트로 앙버터도 팔아요 미숫페너는 미숫가루 위에 떡을 올리건데 떡이랑 크림이랑 같이 먹으면 쫄깃하고 맛있어요 앙버터도 달달하고 맛있어요 특히 미숫페너 추천합니다
5,정말 오랜만에 방문했어요 여긴 정말 신기한게 생긴지 꽤나 된 걸로 알고있는데도 올 때 마다 웨이팅이 길어요 어제는 약 분분 기다렸어요 제일 유명한 시그니처 메뉴인 크림소스 함박스테이크와 차슈 사라다우동 먹었고요 역시나 존맛입니다 가격도 만원아래로 너무저렴해서 이렇게 한결같이 인기있지않나 싶습니다 추천합니다
5,닭강정이라곤 만석닭강정밖에 안먹는데 요기 닭강정도 진짜 맛있다 완전 딱 이상적인 양념소스맛이 적당히 달달한게 입에 짝짝 붙는다 떡추가 했는데 쌀떡이 아주 쫠깃한게 추가하길 백번잘했다 요기 꼭 들러서 포장이라도 해오시길
5,리꼬비에서 먹고 싶었던 녹차스콘 초코타르트 녹차타르트 흑임자슈 녹차슈를 먹었어요 녹차타르트는 쿠키같이 바삭바삭한 타르트지에 꾸덕 달달한 녹차필링 진한 녹차 킷캣같았어요달달한 녹차맛이 한가득이었네요 녹차슈 흑임자슈는 살짝 바삭한 껍닥 안에 크림이 한가득들었어요 녹차크림에서 녹차의 살짝 씁쓸하면서도 진한 단맛이 느껴졌고 할매입맛 저격하는 흑임자크림은 안에 검은깨가 콕콕 박혀있고 어마무시 고소하고 달달했어요 모두 리꼬비로 당충전하러 오세요
5,조금 비싸지만 맛있습니다 계절마다 제철과일로 만든 빙수가 나와요 보통 빙수는 먹다보면 마지막에 밍밍하거나 질리는데 모모상점빙수는 안까지 토핑이 꽉차있고 마지막 남은 얼음도 달달해서 마지막까지 맛있게 먹을 수 있네요
4,겉은 바삭하고 안은 쫄깃쫄깃한 제가 딱 좋아하는 막창구이였어요 삼겹살은 밥이랑 먹으려고 인분 시켰는데 딱 밥이랑 먹기좋은양이었어요고기를 먹기위해 가신다면 비추이지만 막창을 맛보기위해 가신다면 추천해요
5,완즌 짱이야 진짜 먹고싶어서 찾아간 북성로 연탄불고기랑 우동 택시타고 북성로 포장마차 골목에 내려달라고햇는데 생각보다 포장마차가 많지않아서 찾기 힘드러써요그래듀 너무맛있어서 세상행복소맥이랑 같이 먹으면 환상의 조합 우동도 맛있고 너무좋아유추천츠천 또추천드립니다 밤늦게까지하고 카드도되요
4,생긴지 얼마 안된 카페지만 가게가 넓고 분위기가 좋아서 그런지 항상 사람이 많은 곳입니다 커피 맛은 가격대비 무난합니다 베이커리 메뉴도 맛있어보이던데 가서 먹어보시는 것도 좋을 것 같아요
5,분위기 좋은 칵테일바입니다 다른 종류의 술도 많지만 특히 칵테일 메뉴가 많고 칵테일을 잘 모른다면 바텐더분께 추천을 받을 수도 있습니다 가격은 무난하고 개인적으로 칵테일을 예쁘게 담아주는 것이 좋았네요
2,모던한 분위기가 마음에 든다 조용하고 편안하게 쉬어가기 좋다
4,지중해식 레스토랑이고 스페인식 요리가 많습니다 스페인 여행의 기억이 되살아났습니다 빠에야는 우리나라 사람들 입맛에 맞도록 조리된 것 같았습니다 에피타이저로 시킨 감바스가 특히 맛있었습니다
3,샹들리에랑 천장에 캐노피 쳐진게 이쁘더라구용 사진잘찍혀서 좋음
4,찾기가 어렵지만 인기가 많은 카페입니다 빵종류는 안먹어봤지만 사람들이 많이 먹더라구요 커피도 적절한 산미에 맛있고 사장님도 친절합니다 내부가 어둡고 음악도 조용히 깔려서 분위기가 정말 좋아요 근데 화장실이 불편한게 흠이네요
5,워낙에 뼈다귀 요리 좋아하다보니 이집 메뉴중 쪽대갈비 수육 진짜  넘 좋다
3,맛있는 편이에용
4,말차먹었소는 밀크쉐이크  녹차아이스크림의 조합이었어요딱 예상가는 달다구리 음료맛이지만 위에 젖소쿠키가 너무 귀엽고 귀여운 매력이 가득한 음료였어요 카멜밀크티는 부드럽고 진한 맛이 많이 느껴졌어요 말차먹었소가 생각보다 많이 달아서 많이 안 달게 느껴졌던 거 같이요
4,멕시코식 바베큐 요리인 파히타를 맛볼수있는 곳입니다 매장도 굉장히 넓고 고급스러운 분위기의 식당입니다 맥주한잔에 파히타를 먹어도 괜찮고 친구들과 점심 또는 저녁으로 먹어도 좋을것같네요 또띠아는 리필이 가능하며 아보카도는 꼭 추가해서 드세요부드러운 맛이 배가 되네요 
4,스테이크 덮밥과 불닭덮밥 먹었어요 매운거 먹고싶어서 불닭덮밥 시켰는데 생각보다 꽤 매웠어요절대 비비지말고 떠서 드세요 비비니깐 더 매워지더라구요  스테이크덮밥은 정말 맛있엇어요 바로만든 소고기 초밥을 먹는기분 숙주랑 양파가 조금 부족했지만 더 달라고 하니 더 주셨어요
5,크로와상으로 유명한 카페입니다 사람이 많아서 웨이팅이 분정도 있었네요 아몬드크로와상 크림크로와상 버터프레첼과 커피를 함께 먹었습니다 크로와상 종류는 둘다 맛있었어요 아몬드크로와상은 고소해서좋았고 크림크로와상은 크림이 느끼하지않고 적당히 달아 따로놀지않아 좋았습니다 버터프레첼은 주문하고나서 버터를 프레첼안에 넣어주는데 첫맛은 느끼하지만 씹다보면 프레첼의 짠맛이 어울려서 고소합니다 시킨 메뉴 중 크림크로와상과 버터프레첼 커피가 단짠쓴이라서 조합이 좋았습니다 다른 빵종류도 먹어보고싶네요
3,가게가 정말 예뻐요 커피시키면 컵홀더마저도 예쁩니다 디저트류도 다 맛있고 예쁘고 개인카페인데 정말 독특하고 예쁜 가게인거같아요
3,만족스러운 편이네요
3,분위기가 정말 독특해요 추천해주신 칵테일 마셨는데 맛있더라구요 분위기도 좋고 다시 방문하고싶어용
2,진짜 엄청 잘 꾸며져있어요 왜 유명하고 사람들이 많이 찾는지 알겠더라구요 들어가서 우와하고 감탄했네요
2,조용하고 아늑해서 좋았음
3,달을 모티브로 한 카페로 두번째 방문이네요 인테리어는 조금 달라졌지만 아늑한 분위기는 그대로입니다 예쁜 카페사진을 찍을수있어 사진찍기를 좋아하는 분이라면 꼭 가보세요 유명한 메뉴는 달라떼 이며 녹차와 에스프레소의 조화가 솜사탕 라떼도 유명하니 둘다 맛보세요  저는 달라떼만 
5,생각만해도 침샘폭발 동성로에서 핫한 술집 분위기도 좋고 진짜커요 저는 평일날 갔는데두 웨이팅이있을만큼 인기많은 술집 연어가 너무맛있었어요 탕도 맛있겠더라구요옆테이블에서탕먹고있었는데 침샘폭발배가너무불러서 탕은 못먹었어용 소주도 시원하게 얼음안에담긴유리병에 넣어서줘용 알바하시는분들도 얼음주기적으로 갈아주고 서비스만점
3,진짜 인기있을만하네요 다 맛보고 싶었는데 다음에는 뭐먹을지 고민돼요
3,마카롱 맛있어요
4,잘 먹었습니다
5,따끈한 우동국물에 군만두 완벽조합  쫄면과 함께먹어도 맛있지만 겨울엔 따끈한 우동과 함께 먹어도 좋아요 군만두 속은 꽉차고 육즙은 팡팡 대구 사람으로써 자주 방문하지만 또 생각나는 그런맛이에요
2,칵테일도 좋고 다양한 맥주도 맛볼 수 있어서 좋아요 항상 가면 어떤 메뉴를 고를지 고민해요
2,현대백화점 근처는 다 시끄러운카페들 뿐인데 여긴 분위기 진짜 좋았습니다
3,포토존이 정말 많아요 여기서 사진찍으면 예쁘겠다 이런곳 친구들이랑 포켓볼치고 놀았는데 진짜 재밌었어요
3,대구에도 이런 술집이 생기다니 너무 좋아요
2,음료도 마카롱도 맛있습니다
2,분위기도 멋있고 맛있어요
2,가게가 멋스럽네요 소품들이 정말 많아서 눈요기 제대로 했어요 재밌게 둘러보고 쉬다가 갔어요 데이트하기 좋은 곳인거 같아요
3,훌륭했습니다
3,새로 생긴 카페인데 벌써 핫하네요 가게도 예쁘고 커피 맛도 좋아서 그런거 같아요
2,진짜 가게가 넓어요 다양한 방들이 많아서 어디 앉을지도 고민했어요그래서 커피는 그냥 그렇겠지라고 생각했는데 커피도 맛있네요 자주 오고 싶어요
4,선인장 말차 프레소와 낙타모양 밀크티가 유명한 데일리 오아시스 공간이 협소한 편이지만 주말에는 문밖까지 줄을 서 있을 정도로 핫플이다 최근에 말차먹었소라는 신메뉴가 나왔는데 유기농 우유로 만든 밀크쉐이크에 하겐다즈 말차 아이스크림 두 스쿱에 젖소 쿠키가 올라가는 비주얼 터지는 음료이다 포토존 또한 마련되어 있어서 음료사진 찍기에도 좋다
4,음료에 해주는 아트가 귀엽습니다 올라가는 크림이 일품이지만 밑에 커피맛은 좀 아쉽네요 그래서 아몬드 메뉴 추천해드려요 층 올라가는 계단이 경사가 있는 편이지만 올라가면 모든 공간이 예뻐서 절로 사진을 찍게된답니다
5,대표메뉴인 미숫페너는 흔한 미숫가루 음료이지만 위에 당고와 크림이 특별하다 당고에 크림과 미숫가루를 찍어먹으면 일품 당고 또한 추가 할수 있어서 좋다 겨울 한정메뉴로 나온 괜찮구마 라는 디저트도 진짜 맛있는데 조금 먹다보면 느끼할수 있지만 더피커피와 함께 시킨다면 느끼한맛을 더치가 잡아준다 여기 더치도 매우 맛있다
5,맛을 반반 선택할수있어서 결정장애도 문제 없는곳 피자도우의 얇기도 선택할수 있어서 좋은곳 페퍼로니랑 불고기를 많이 먹지만 저는 불고기 쪽을 더 추천드리고 싶어요 호가든 로제와 피자의 조합도 좋아요
2,동성로에서 왜 유명한지 알것같아요 칵테일이 진짜 맛있네요 역시 전문 바텐더가 만든 칵테일이라 그런지 좋았습니다
4,옥수수마약빵 맛있었음 그런데 약간 빨리 질리는 느낌 고로케는 구워서 그런지 별로 분위기 점 의외로 내부가 좁다 빵집이라 큰 상관은 없음 맛 점  맛있으나 많이는 못 먹을 듯 가성비 점  가격 나쁘지 않음
2,페퍼로니가 듬뿍 올라가서 너무 좋았음
3,독특한 괴랄 빵집입니다 나쁜 의미가 아니라 특이하고 맛있는 빵이 많습니다 저는 개인적으로 멜론빵이 가장 맛있었습니다 말고도 다양한 빵이 있었습니다 전반적으로 단 종류의 크림이 맛있는 집입니다만은 계속 먹다보면 조금 달고 느끼하다고 느낄 수 있습니다 하지만 확실히 프렌차이즈 빵집에서는 느낄 수 없는 확고한 맛입니다
3,분위기도 좋고 사장님도 친절해요
3,맥피하기 좋은곳
5,맛과 양에 놀람 여자 네명이서는 가지메뉴만 선택하면 될것같아요 가지 메뉴는 넘나 많아 남기게되요 생각보다 딥디쉬시카고피자는 크기가 작아 인기준 인 조각 먹을수있어요 하지만 맛은 느끼한걸 좋아하지 않아 치즈가 듬뿍들어간 피자가 걱정되었지만 많이 느끼하지 않아 싹싹 다 먹을정도로 부드러운 치즈였어요 오리엔탈파스타와 잠발라야는 살짝쿵 매콤함이 가미되어 더욱 맛있게 즐겼고 치킨 샐러드의 바삭함과 드레싱의 상큼함이 굿굿 깔끔하게 정리해주는 것 같아 정말 맛있게 즐겼습니다 아 참고로 계산은 선불이에여
1,점심 먹고 왔는데요 밥에서 밥솥에 오래 묵어서 나는 냄새 나더라구요 새로 바꿔 왔는데도 밥 푸석하고 냄새났어요 다른 재료도 신선한지 믿음이 안가네요 블로그에 맛있다고 많이 해놨는데 다들 알바인가요 규카츠 빵까루 눅눅하고 쓴맛 많이 나던데 이것도 어제 남은거 써서 그런건가요
3,요즘 핫플레이스 분위기도 좋고 맛도 좋고 가볼만한 편이에요
3,미숫페너 진짜 중독
3,맛은 괜찮았어요생선초밥우동에 있는 생선초밥은 굉장히 양이 적구요가게 안에서 주문 한 후 최소 분은 기다려야해요시간에 대해선 굉장히 실망   모듬초밥우동 개생선초밥우동 개회덮밥 개로 엄마 아빠와 저와 재 애세가 먹었는데 많이 남겨서 포장했어요우동은 그냥 옛날 휴계소 우동 안 쫄기한거 같아요무척 실망
2,미숫페너 먹었는데 엄청 맛있었어요한 잔 더 먹고싶을 정도
2,분위기 좋아요 캐주얼하고 힙함
4,안녕하세요 마르스입니다 대구하면 떠오르는 음식 연탄불고기 맛집으로 굉장히 유명한 태능집에 가보았다 굉장히 많은 테이블과 어마어마한 인파가 다행스럽게도 회전율이 좋아 웨이팅은 그닥 길지않다 불고기와 우동을 주문 노릇노릇 불향 가득한 불고기 생각보다 기름기가 너무 적어 딱딱한 편 솔직히 우동과 불고기를 따로 먹어 봤을때 맛은 정말 그닥이였다 이곳은 우동과 불고기를 꼭 같이 먹어야 기름기적은 불고기의 이유와 왜 불고기와 우동을 같이 먹는지 알게된다 불고기의 담백함과 불향 우동 국물의 간장향과 짭짤함감칠맛이 잘 어우러져 드디어 맛이 완성된다 요즘같이 추운저녁 따끈한 우동과 불고기 시끌벅적한 분위기 저렴한 가격이 있는 태능집에 한번 가보시길
5,안녕하세요 마르스입니다 동성로 통신골목 을 지날때 마다 뭘 파는곳인지 궁금하던 에이바이트키친 궁금증을 참지못해 냉큼 달려갔다 가장 핫한 메뉴인 항정살 덮밥과 생소한 네임의 상하이크림파스타를 주문 항정살이 가득 올려진 침샘자극하는 비쥬얼의 항정살덥밥은 생각했던 맛과 완전 달라 신선한 충격을 준다 무겁고 느끼할것만 같았던 덮밥이였지만 프레쉬함과 감칠맛의 향연이 입안가득 기름기와 잡내를 완벽히 잡아낸 중독성 최고의 덮밥이다 특히 같이 나오는 쯔유소스가 주는 완벽한 조화는  로제크림 베이스의 상하이파스타는 뭐하나 흠잡을 곳없는 레스토랑급의 고급진 맛이었다 다른메뉴들까지 맛이 궁금해지는 곳 점심으로 이곳을 선택한다면 그날 데이트는 성공이다 강추
5,적당한 가격 하지만 모던한 디자인 감각적인 제철재료를 사용한 요리 그리고 정말 다양한 한국술 리스트까지 제철회로 만든 회무침과 씨알이 굵은 바지락 전어로 만든 파스타를 먹었는데 전부 새로운 맛이었고 밸런스도 괜찮았다 대구에서 새로운 맛을 느끼고 싶다면 여기로
5,대구에서 가장 사랑하는 식당 올 때 마다 사람이 많고 맛있다 매운맛 단맛 그리고 카레향이 나는 소스 크고 쫄깃한 떡볶이 그리고 이 가게만의 포인트인 납작만두까지 훌륭한 가격 인분에 천원 정말 웨이팅이 긴 것 말고는 최고의 분식집 강추합니다
5,아주 괜찮았어요 추천합니다 타코가 진짜 맛있어요 딱 내스타일 그리고 원래 퀘사디아 별로 안좋아해서 잘 안먹는데 여기껀 레알 맛있음  대구가면 또 가고싶은 그런곳 타코 좋아하는 분들께 추천합니다
5,아 비슷한 플레이트는 먹어봤는데 이거는숯향이 엄청납니다 오늘부터 팬입니다 너무 좋아요
2,무난하게 한 끼 식사로 좋은 거 같아요
3,우족탕의 맛이 상당히 깊고 감칠맛난다
3,가까이 있으면 정말 자주 갈 단골집일거 같아요
2,가끔 생각날 때마다 들르는 곳
2,옛날 학교 앞에서 먹던 맛이 생각남
3,오래 된 내공이 듬뿍 담긴 국물맛이 일품이다
2,함께 말아먹는 소면이 킬링 포인트
2,닭발이 너무 땡기는날 마요네즈 소스에 찍어서 마요네즈소스에 촵촵촵
2,맛은 무난하지만 특유의 노포 분위기가 좋다
2,닭집 플레이팅이 이리 예뻐도 되나요 맛도 좋습니다
2,적당한 가격에 좋은 맛 몸보신하기에 딱 좋다
3,고소한 맛의 국물이 정말 좋았어요
2,괜찮았음
2,푸짐해요 맥주한잔하기 딱
3,새로 오픈한 곳이라 친구랑 궁금해서 방문해봄 직우너분께서 친절히 먹는방법도 설명해주시고 사이다 써비스도 주시고  빵도 써비스로 끼워주셨는데 치킨 데리야끼버거 맛남 
2,푸짐한 인심이 느껴져서 좋았습니다
2,국물도 진한데 들어있는 건더기들도 실하다
2,거실같은 인테리어
3,둘둘 두른 기름만큼 정도 푸짐한 곳이에요
3,편안한 분위기의 공간이다
3,대구에선 쉽게 볼 수 없는 설렁탕이라 신기했음
2,라떼와 아메리카노 조합이 꿀
3,커피의 맛이 좋다
3,더운날 분위기좋고 시원한공간에서 즐기는 꿀맛주스
3,궁극의 제육과 누른국수
3,맛도 좋구 분위기도 좋고 왠지 자주 올 것 같은 카페이다
3,비주얼도 맛도 끝내주는 커피
5,시원한 음료와 스콘으로 간단한 끼니하기 좋다
3,아침에 갓 구워 나온 스콘 따듯하니 맛나다 
3,아라떼 정말 꼬숩고 맛나 엄지척 
2,진골목에 가시면 꼭 둘러보셔야 할 백록식당 추천할만한거 같다
3,만두가 참 맛있는 삼화만두 맛이 괜찮아서 매콤하니 쫄깃하게 쫄면으로 마무리 
2,치즈돈까스 치즈가 자르면 흐르고 토마토 소스인것도 좋음
