star_score,reviews
5,주소 이전했습니다 년 월 일에 시즌 오픈합니다 오스테리아  경기도 하남시 미사강변중앙로  리버에비뉴 층 호 전화번호   상호 그대롭니다
4,평일엔 예약 안해도  코스요리 가성비 짱 보통 코스요리 시키면 맛보기 같이 양이 적게 나오는데 여긴 양이 많아서 남기고 왔어요
5,곱이 꽉꽉 너무 맛있어요 뷰까지 좋으면 반칙이죠
1,믿고 있던 식당에 배신당하는 느낌이 이런거구나
4,부모님이랑 가서 고기만두랑 보리밥손칼국수 그리고 낙지덮밥을 먹었어요 고기만두는 그냥 뭐 평범한 만두 맛이었구요 손칼국수도 면이 꼬들하니 맛있고 국물도 특별한 재료가 들어간 게 아닌데도 얼큰하니 맛있었어요 무엇보다 밑반찬으로 나오는 열무김치가 맛있어서 잘 어울렸어요 아 낙지덮밥도 진짜매울 줄 알았는데 생각보다 안 맵고 불향이 많이 나기도 해서 맛있게 먹었어요  낙지도 통실하고 씹을 맛 나서 만족스러웟습니다
4,회사 직원들과 함께 몸보신을 위해서 보양식을 찾다가 간 곳이 바로 지호한방삼계탕 솔직히 이 집이 가격이 비싸기는 하지만 뭔가 먹고 나면 진짜 몸이 건강해지는 느낌은 든다 기분탓이겠지만 가격은 비싸지만 찬에서 다른 삼계탕집과는 다른 고급스러움과 인테리어에서 느껴지는 고급스러움에 다들 이 집을 오는 것 같다 부모님과 보양식을 하러 가기 좋은 곳 저희는 하나씩 시켜서 먹어봤는데요 저는 개인적으로는 들깨삼계탕이 입에 가장 잘 맞았습니다 참고하세요
4,마침 집 근처에 있어서 부모님과 방문해봤어요 전 카레우동 엄마는 사누키우동이게 기본 우동 같았어요 아빠는 덴뿌라우동 그 쯔유소스 뿌려져 나오는 냉우동을 시켯구요 면발이 탱글하니 맛있었는데 굵기가 일정하지 못 한 부분도 살짝 보여서 쪼금 아쉬웠어요 그치만 전 카레 소스도 만족해서 숟가락으로 퍼 먹었구여 닭튀김도 조각이나 줘서 기분도 좋았습니당  다음에 가서는 고로게나 미니 사케동도 시켜서 먹어보고 싶네요
4,여름이라 그런지 사람들이 더 바글바글했어요 초계국수랑 초계비빔국수 메밀왕만두를 시켜서 먹었는데 메밀왕만두는 만두피가 좀 더 쫄깃한 맛이었고 만두속은 일반 만두속 같았어용  전 초계비빔국수가 양념장도 새콤달콤매콤하니 나름 맛있었던 것 같고 닭고기도 나름 많이 올려져있어서 좋았고요  초계국수도 국물이 새콤하고 시원해서 요즘 날씨에 딱이었습니다
5,하남시에서는 가장 괜찮은 파스타집 일단 컨셉과 메뉴구성이 좋은 집 특이하게 에피타이저로 팝콘이 나오는데 그 팝콘이 재밌고 시그니처메뉴인 빠네파스타는 맛도 수준급이지만 플레이팅도 좋음 크림을 따로 더주기 때문에 끝까지 맛있게 먹을 수 있었습니다 피자도 나쁘지 않았고 서비스가 너무 좋은집
4,가족과 함께 가서 생등심 키로를 시켰어요 차돌박이도 조금 나와서 감질맛나게 먹었구요  등심도 역시말이 필요없습니다  소고기는 진리지 버섯도 구워먹으니까 진짜로 맛있엇구요 파무침 양파조림 쌈 등등 밑반찬도 나름 다양했고 셀프바도 있어서 편했던 것 같아요 가족 외식하기에 딱 좋은 곳 같습니다 아 식사로 먹은 한우차돌된장찌개도 밥이랑 먹으니까 짭짤하니 맛있었어용 
3,그럭저럭 먹을만해요
4,코다리찜은 따로 인이 안 되서 인으로 시키고 석쇠불고기 인 이렇게 주문했어용 가격이 조금 세긴 하지만 코다리찜 양이 진짜 어마무시하고요 시래기랑 무도 들어잇어서 맛있었어요  석쇠불고기도 불향 그득하니 쌈이랑 싸먹으니 걍 우오오오 소리 나올만 했고요  반찬도 진짜 종류가 많았는데 저는 개인적으로 가지튀김이 맛있어서 한 번더 리필했습니다 밥도 돌솥 흑미밥이어서 뜨거운 물 붓고 누룽지 해 먹을 수 있어서 만족스러웟어요  어른들이랑 외식으로 먹기 괜찮았습니당 
4,초계국수랑 비빔국수 맛있어요 사람도 엄청많더라구요 라이딩하는분이 많이 오시는곳 국수 먹고싶을 때 마다 땡기는 곳이예요 가까이 있으면 좋을것같아요  남녀노소 다 좋아하는곳인것 같아요
4,그럭저럭입니다
4,하남시에서만큼은 최고의 치킨집  카레맛인데 은근슬쩍 끌리는 치킨맛 전통이 살아있는 치킨집 오랫동안 살아남은 이유가 있는 집  포장박스도 예전컨셉 그대로입니다 추억이 떠오르는 치킨집입니다
3,음사람이 되게 많이 간다고 하길래 가족이랑 갔는데 그냥 그랬던 거 가타요  가격 대비 그렇게 오오 존맛 이것도 아니엇구 뭐 소갈비니까 기본은 하지만 특별히 임팩트는 없었던 된장찌개는 맛잇엇구용  옹심이도 먹을 만 해떠용 
4,평타이상 사람마다 호불호 있을듯
3,음식맛은 뛰어나지도 못하지도 않음 연말주말이라 그런지 너무 정신없어서 괜히 왔다 싶었어요 방안에서 벨눌러도 너무 바쁘셔서 그런지 아무도 안와보시고 그때그때 필요한 물 추가음식주문 다 때를 놓쳤어요
4,스타필드와 가까워서 좋음 런치로 세트 메뉴로 저렴하고 다양하게 맛볼 수 있어 좋았어요 화덕피자도 얇고 쫄깃한 도우가 인상적이었습니다
2,점심밥상이 나오는데 정말 식탁이 부족하게 느껴진다 워낙에 많은 반찬들이 올라오니 보는 사람마다 눈이 휘둥그래 될 정도다
2,진짜 맛있어요  머리통을 긁게되는맛 후회되고 내가 미쳤다고 가슴치는 맛 하지만 초후에 몰려드는 이 쾌감 이 희열
2,메뉴가 다양해요 주메뉴인 즉석떡볶이부터 라면 쫄면 같은 분식과 볶음밥 돈가스 여름메뉴인 냉메밀국수 콩국수 빙수까지 없는 게 없답니다
3,피자종류도 여러가지 세트메뉴도 딱 좋구 제가 좋아하는 샐러드 메뉴도 있네용
2,내부도 우드앤브릭 스타일이라 포근하면서도 마침 카페에 온 듯한 느낌이 들더라고요 하남 맛집 하남숯불닭갈비는 데이트장소는 물론 가족과 외식하기에도 안성맞춤인 분위기
3,치즈 돈카츠 두둥 비주얼부터최강임 아니 무슨 돈까스가 저렇게 뚱뚱해 할정도로 두꺼운
3,정통 수제돈까스  카레돈카츠는 일반적인 비주얼에 내용물이 많았고 카레 아래로 돈까스가 들어있다 촉촉한 돈까스
2,저는 매장에 앉아서 먹었는데 포장손님도 엄청 많더라고요
2,진짜 맛있답  치즈돈가스 추천합니다 가격도 착하고 맛있고  안올 이유가 없자나 
2,잘 지어놓은 전원주택처럼 생긴 외관부터 완전 제 스타일 시원시원한 통유리라 경치 보면서 밥 먹을 수 있어서 이게 바로 신선 놀음이지했네요 
3,바깥쪽에도 실내포장마차같이 되어있음 저번에는 저기에서 먹었던듯하다  바깥에 주차장도 꽤 넓었던듯
2,오늘은 집사람도 시간을 내어 같이 점심 식사를 하게 되어서 너무 좋다 가장 인기 있는 점심 식사로 밥상정식을 시켰다 최고의 맛과 다양한 반찬들이 진짜 맛있었다
2,들어가는 입구부터 뭔지 다른 식당과는 달라 보이네요 위생에 많은 신경을 쓰는듯하네요 널찍한 세면대 깔끔하네요
3,닭이 통채로 튀겨져서 온답니다 굿굿 
2,밑반찬도 깔끔하고 다 맛있어요 진짜 닭한방백숙이랑 같이 먹으니 계속 리필해먹게 되는 반찬
2,사시미도 맛나고 라멘 국물 좋다 캬 
3,보글보글 시래기 많아서 너무너무 좋았당 뼈에도 살이 많이 붙어있음
2,신천이 본점이긴한데 하남이 뭔가 더 깔끔하고 정성이 있는 맛이라서 하남에 자주 가서 먹곤 했었어요
2,알찬 메뉴들로 실속있게 채워져 있는거 같아요 개인적으로 디저트 케이크 중 당근케이크 정말 맛있었어요 완전 취향저격
2,강동구돌잔치 하남 플로렌스는 주중에는 브런치레스토랑이였다가 행사가 있는 날엔 파티하우스도 함께 운영되고 있는거 같아요 홈플러스내에 있으니 주차걱정도 할 필요가 없어 좋더라구요
3,반찬 먹어보면 그 집 음식맛이 가늠이 되잖아요 석박지 먹어보고 여기 맛나겠다 싶었어요 적당히 익어서 너무 맛있었어요 침고인다 
3,쭈꾸미볶음과 시원한 도토리묵사발 새콤달콤한 묵사발 매운 불쭈꾸미 먹다가 입을 쉬게 해주는 존재에요 특이하게 해초류도 들어가있어요
3,맛있었어요 계란찜도 서비스로 주시고 굳굳 역시 본점 하남 돼지집 짱
3,체인점만 방문하다 하남돼지 하남본점에서 회식을 하게 됐는데 네이버예약으로 써비스 계란찜도 좋았구요 모듬부위 갈매기살 모두 맛있었습니다
3,보통 고기에 치즈한겹을 두른 치즈 돈가스들과 달리 고기가 치즈를 감싸고 있는 치즈 돈가스 색다른데요 치즈 돈가스에 헤자스러움이 낭낭하게 들어있네요
2,매운맛이 부족하면 소스를 한숟가락 더 넣고 너무 매우면 설탕한숟가락 더 넣고 캬 침이 줄줄 나온다
2,너무 느낌있는 인테리어에 입구부터 완전 기분 좋네요 이태리 느낌나게 
2,방어 클라스  대박대박대박
3,식사 후 맛있는 원두커피도 마실 수 있어서 날씨 따듯할 땐 밥 먹고 바깥에서 커피마시기도 괜찮은 곳
3,생각보다 안맵다 맵긴 맵다 근데 불닭발까지는 아니다 근데 진짜 맛있다 캐꿀맛이고 또 먹고싶다 닭발은 살 안찌니까 또 먹으러가야겠당
3,청닥마얌김밥은 매콤하면서 계속 땡기는 맛이 진짜 마약김밥 맞다는  크림치즈와 견과류의 궁합은 말안해도 찰떡인거 아시죵 김밥으로 먹으니 더더더 맛나는고
3,매운맛을 경험하고 싶으면 꼭 오세요
2,제주 고기의 참맛을 느낄 수 있는 집
2,생선가스 추천해요 함께 나온 타르타르 소스가 흰살생선의 담백함을 잘 보충해줘요
3,부드러운 안심 돈가스를 추천합니다 도톰하게 씹히는 맛이 있으면서도 부드러운 돈가스 고기와 튀김의 조합은 언제나 옳죠
2,주차장이 굉장히 넓어서 좋음
3,불오징어 생각보다 안매워서 놀랬음 뭐지 넘 맛이씀
2,무엇보다 라떼 맛이 너무너무너무 맛있어요 강추합니다
2,구석구석 예쁜 인테리어를 구경하는 것도 쏠쏠한 재미입니다 오래된 분식집이지만 년 간 하남시와 함께 성장하며 젊은 감각을 유지하기 위해 노력한 느낌이 들었답니다
2,부채살 스테이크 세트 주문했어요  스테이크 파스타 볶음밥을 셋다 먹을 수 있다는 저렴한 가격으로요 
5,가성비 좋습니다 셀러드바에서 이것저것 가저다 먹는 재미도 있구요
3,정말 미국피자를 먹고 싶어서 왔는데 대박이에용
3,해물 볶음밥 정말 맛있어요 고소한 맛과 매콤한 맛 중 선택할 수 있는데 저흰 고소한 맛으로 주문했어요 담백해요 안에 해물도 넉넉하니 좋네요
3,반찬들이 퓨전보다는 토속적인 맛이다 그러기에 더욱 부모님이 맛나게 드신다
2,카레 들어가서 엄청 맛나요 튀김옷이 빠삭빠삭 
2,자몽맥주랑 잘 어울림 담에 또 와야징
2,카페 내부에 미술 작품과 소품이 많아서 구경하는 재미도 굿
2,다른곳들 다 먹어봐도 제 입맛에는 류길상이 제일 맛있더라구요 특히 도우가 너무너무 맛있습니다
3,초벌된 상태로 나오지만 조금 더 구워서 먹으라고 한다 떡부터 먹어보았다 저기 저 양념 소스에 찍어먹으니 세상 꿀맛이 따로없다
3,닭한방백숙 정말 맛있어요 위에 파와 부추가 가득 큼지막한 닭이 들어있어서 인 가족 배불리 먹을 수 있을 정도에요  닭고기도 부드러워서 아이들 폭풍흡입했네요
2,놀이방도 준비되어 있네요 평일 아이와 함께 브런치 즐기러 오는 엄마들도 맘편히 즐길 수 있을꺼 같아요
3,피자도 치즈가 엄청 실하당
2,즉석떡볶이로 꾸준한 사랑을 받고 있는 분식집 답네요  가성비 끝판왕 
2,카페 바로 앞에 한강이 훤하게 
3,샐러드도 갖다달라고 말했더니 호일에 포장해서 갖다줍니당 샐러드 소스가 너무 맛있음 치킨은 정말 딴곳에선 먹을 수 없는 그런 치킨이에요 카레맛이나서 더 맛있는것같아요
2,괜찮을것 담아내기는 이자카야임에도 불구하고 정말 너무너무 맛있는 곳이라 맛집으로 추천드립니다
3,맛있게 너무 잘 먹었어요 친절한 직원분들도 최고
3,입구에 들어서는 순간 눈이 번쩍 띄네요 고깃집 인테리어가 멋져요 굉장히 고급스럽습니다
4,직접 가서 방문포장해오면 할인 요거 맘에들어요  피자는 토핑이 풍성한 전형적인 미쿡핏자 많이 짜지않고 좋네 도우가 더 맘에듭니다 도톰하면서도 고소하고 바삭바삭한 그냥 테두리만 먹어도 맛있는 도우였어요
3,건강하고 깔끔한 청담김밥 좋다
2,반찬 하나 하나가 모두 다 맛있고 고급짐 단골 될듯
2,깻잎과 팽이버섯이 많이 들어가있어서 넘 행복합니당
3,불맛나는 매콤한 쭈꾸미볶음 땡길 때 딱
3,눈꽃빙수 맛있어요 우유빙수에 고소한 견과류까지 좋아용
3,간단한 샌드위치감자튀김스프 조합이 참 괜찮아요
3,저렴한 가격에 소고기를 즐길 수 있어용
3,음식의 퀄리티와 양 모두 훌륭함
2,처음먹어본 보리굴비정식 맛있어용 생긴지 얼마안된 미사리맛집 깔끔하고 카운터옆에 채소도 깨끗하게 키우고 있어서 좋다
3,브런치 양도 많고 맛도 좋고
3,가성비 좋고 정말 제주도에 온 것 같은 느낌이 들어용
2,퀄리티가 좋아요 
5,정말괜찮은 구성 잘먹고 갑니다
2,괜찮았음 여자친구랑 갔는데 확실히 케이크가 이쁘더라구요 맛도 있었어요
3,괜찮았습니다 색이 예뻐서 아이들도 좋아하더라구요
3,선물용으로 짱짱 이뻐서 진짜 먹기 아까워요
3,또 갈거에요 다음엔 부모님 모시고 가야겠어요
2,훌륭했음
2,입맛에 맞는 것 같네요
2,훌륭했었어요
3,화덕피자 쏘 굿
3,깔끔한 맛이 인상적입니다
4,그럭저럭 문안한 편입니다
4,그럭저럭 문안한 편입니다
2,전 그닥입니다 별다른 맛도 모르겠네요 맛없는건 아닌데그렇다고 맛나다고는 절대 못하고
2,갈수록 별루네요 냄새가 제입기준입니다
3,해장하기 좋아요
2,가격대는 있지만 든든한 한끼 식사로 좋아요
2,보리밥과 칼국수의 조화가 아주 좋아요
3,커피 맛이 좋았어요
3,앞에 강변길이 있어서 아이랑 같이 산책했음
3,가성비 좋음
2,갈비가 맛있었음
3,전망이 너무 좋아요
3,한우가 신선합니다
3,팔당댐 근처 기분전환 하기 좋은 곳
3,데이트하기 좋아요
3,채식 위주의 메뉴라서 좋았음
3,전통적인 분위기의 인테리어라서 더 건강한 식사를 하는 기분을 받았어요
2,샤브샤브 육수가 깔끔함
2,월남쌈 배터지게 먹을 수 있는 곳
3,눈치 안보고 무한리필 해서 먹기 좋은 곳
2,갈비탕 맛이 깊고 든든해요
3,얼큰한 한우국밥이 맛있어요
2,많이 먹어도 더부룩하지 않았음
2,커피 맛이 진하고 좋았어요
1,저는 별로였어요
4,가격대가 있지만 쌈이 무제한이라 좋네요 먹을만 합니다
5,사람마다 다르겠지만 가격대비 그저그럼
3,모든 정식에 우렁된장이 나와요 코다리 구이 맛있음
2,식사때 사람이 많이 몰리는 인기있는 집 
2,야채 한가득 먹을수 있어서 좋은곳
2,쌈채소 종류가 되게 많아요
3,밖에서 보면 약간 카페 같은 분위기가 난다 마음에 들었어요
3,채소가 되게 신선했고 밥은 냄비밥이라 누룽지도 가능
4,좋습니다
3,그냥 삼겹살 집 명이나물을 줘서 특이함
3,맛있다기 보다는 재미있음 구워지는 거 구경하는 재미
2,그냥 어디서나 먹을 수 있는 냉면
2,쭈꾸미 먹고싶을때 가끔 찾고싶은집 좋은 맛이었어요
3,또 갈려고요
2,입맛에 맞아요 철판에 지글지글한 쭈꾸미가 먹고싶다면 이젠 독도 쭈꾸미
1,제입에도 그닥 죄송
2,만족했던거 같아요
3,아이들과 오기 좋아요
5,고기도 정말 맛있고 직원분들 모두 친절하시고 아주 만족합니다 또 갈꺼에요
4,넘더워서  또왔어요 웨이팅이 
1,예전에 셀프로 찬을 가져다 먹으면 일정 비율로 할인을 해줬지요 얼마전 갔더니 셀프시 할인 문구는 사라지고 서빙하는 분에게 찬을 리필해 달랬더니 설프라며 가져다 먹으라더군요 주인에게 얘기했더니 셀프가 아니랍니다 이런 엉터리로 서빙 관리를 하다니 그간 돈 벌어 배부른 티가 납니다 지저분한 매장도 청소 좀 할 일이죠 하남시 위생과에서 뭘 하는지
5,제대로 중국요리먹는 기분입니다 맛이 깊이가 있고 분위기도 괜찮아요
5,겨울에도가고 여름엔필수 양많고 모든메뉴강추 메밀전병인가 맛나유
3,괜찮았음 오래오래 이 분위기 지켜줬으면 좋겠네요
4,천막 영업장이라 분위기는 좋아요 반찬셀프도 마음에 들고요 다만 고기가 넘늦게 나와요  초벌을해서 주시니 시간걸림 글고 양이 좀작아요 여유있게 주문하세요
4,먹을만해요 본점이라고 알고 가지 않으면 모를번했네요 분점하고 차이없이 운영하시네요 양이작아 여유있게 주문하셨야해요 직원분들 친절해요
3,깔끔했어요 길가다 발견한 화분파는곳 
3,맘에 들었어요 세련된 카페며 아기자기한 카페
3,재밌네요  이런건 좀 신박한듯 
3,채끝등심 스테이크 추천
3,여기 생생정보통에 소개된 그 집
2,매장 분위기 좋아요
2,코스메뉴가 있고 예약제입니다
2,예약하고 가는게 좋습니다
1,오후시반까지 손님 받는다고 해서 차로 한시간 타고 왔는데 시분이라고 못받는다고 하네요 정말 어이가 없어서
3,아직 겨울인데도 남자친구가 갑자기 냉면이 먹고싶다길래 다녀왔어요 맛집이라 그런가 추워도 손님들은 많이 계시더라구요 가격도 유명세에 비해서 저렴한 편이었고 제일 마음에 들었던 점은 냉면을 시키면 고기를 같이 주셔서 든든하게 잘 먹고왔어요
3,둘이서 갔는데 아무리 생각해도 인분 이상은 먹을 것 같아서 아예 모듬한판으로 주문해먹었어요 고기 양 대비 젤 저렴하게 먹을 수 있는 방법이기도 하고 맛있는 부위로만 묶여 있어서 좋았네요 안에서 살짝 초벌구이가 되어져 나와 생각보다 금방 익더라구요 고기도 두꺼워서 씹는 맛도 좋았어요
3,년대에 문을 여셔서 대째 가게를 이어오고 있다는 어마어마한 전통을 가진 가게인데요 그래서 그런지 맛도 정말 끝내줬어요 만이천원짜리 기본 정식에 돼지장작불고기를 추가 주문해서 먹고왔는데 한정식에 나오는 나물반찬들도 너무 맛있고 따로 주문한 불고기도 너무 만족스러웠어요
3,가격은 적당했구요 야외에서 바비큐 먹는 느낌으로 고기를 구워먹을 수 있어서 너무 좋았어요 메뉴에 포함되어 있진 않았지만 전복이랑 소시지도 주셨는데 전복이 진짜 살아 움직일 정도로 싱싱하더라구요 고기도 초벌구이가 되어져서 나와서 기름기도 적고 맛있어요
5,양이 어마어마함
4,여름에는 상당히 긴 웨이팅을 각오하고 오셨야 합니다 먹을만해요
5,여기서 고기한번 먹고나면 다른곳가서 고기 못먹어요맛있고 깔끔한인테리어에 덤으로 직원들도 잘생기고 친절하기까지 해서 자꾸자꾸 가고싶은곳이예요
3,기대이하임국물맛은 예전만 못함 깊이 감칠맛 다소 사라지고 애꿎은 식초와 와사비맛으로 먹었다능 
4,미사리 지나가다가 초계국수 유명하대서 먹어봤슝 국수도 맛있엇는데 도토리전병이 진짜 내스타일
4,가게가 기와집임 장난아님 음식들도 가마솥밥에 나물들이랑 소불고기랑 다 제대로 나온다
1,가격대비 그닥입니다
3,와 냉면에 생선이 들어가서 뭔가 비리거나 느끼하지않을까했는데 맛있어영
3,복국지리 좋아용 국물진짜 개운하니 깔끔깔끔
3,송파에도 지점이 있다고는 하는데  저는 미사리가 제일 맛있는것같아요 복 살코기가 실한게 굳
4,필딩냉면 진짜 숯불로구운 고기와 냉면의 탱탱흠과 시원한 맛을 한입에 넣으면 우와 여름저리물러거라
3,냉면 진짜 최고 동래복집은 다른것도 맛있찌만 복냉면 꼭드세요 면발도 맛있고 육수도 시원
3,그럭저럭 훌륭했던 편이에요
1,약 년 전이었나 더워서 외경이 보이는 쪽으로 자리를 달라고 했더니 불친절한 반응 주문을 안하고 나오는데 뒤통수에서 욕설이 들려옴
5,냉면맛 죽여요 좀 멥기는 한데 참조아요 매운거 싫으시면 다대기를 조금덜던가 아니면 육수를 더부세요 먹어본 냉면중최고
3,제대로된 중화요리를 먹을 수 있는 곳으로 요리에 가 안들어가서 깔끔한 맛
3,복냉면  먹어보고 반했어용 육수에서 비린내 전혀 안나고 개운한 맛이 짱
4,꿔바로우 햐안게 정말 쫄깃하고 해물탕면도 생각보다 매콤해요
4,코스 먹었어요 크림새우꿔바로우소고기요리고추잡채꽃빵짬뽕짜장면 나와요  완전배부름
4,꿔바로우랑 크림새우 맛있어요 헿
3,진짜 맛도좋아요
5,평일에 런치먹엇는뎅 와 맛소금이 안들어간 건강한 코스요리래요
3,수구레소허파 대 정말 만족해요
3,대박 맘에 들었다
5,날씨 좋은 날 미사리로 봄나들이 가는길에 여기 들려보는 걸 추천함
5,한정식마니아인 제가 엄지 척한곳이에요
3,바닷가재 괜찮군요
4,아주 훌륭하다는 말밖에는 할말이 없네요 맛있어요
3,깔끔했던 것 같아요
5,가시면 초계국수와 온계진 칼국수 꼭 드시고 가세요
5,이곳 메뉴들은 전체적으로 푸짐하고 든든하다
4,반찬들의 재료가 모두 신선하고 만족스러웠어요
3,진짜 가볼만했엇어요
5,신선한 재료 때문인지 입안이 상쾌하네욬
5,쌀쌀한 날씨에 아주 제격으로 안성맞춤인 온계진 칼국수 위에 올라온 다데기가 인상적이었음
4,정식시키고 여기에 먹고 싶은 반찬을 한 개 더 추가 주문하는 것인데 저희 일행은 자유 돼지 장작 불고기로 주문했구 음식은 매우 만족 스러웠구
5,야들야들한 돼지 숯불구이
5,어머니가 여름에 또오자고 그래서 또가게욬
4,된장찌개 무척이나 맛있다
4,생일이라서 깔끔한 한정식이 먹고싶어 친구들과 가본곳 나물에서 메인요리까지 다 맛있었음
5,국수라고 얕보시면 안되요 맛과 비주얼 양까지 최고에요
5,오물오물 먹는 맛이 제대로 맛있네요
4,가을하늘 정말 멋집니다 아직 갈대가 다 펴지 않았지만 가을이 주는 또다른 이별의 선물이 아닐까 싶네요 늦가을 풍경 멋집니다 미사리 한강으로 오세요
3,대박 좋았었음
4,면을 크게 한젓갈 집어서 백김치 무  닭가슴살 등과 함께 접시에 덜어서 김치랑 한입 합 먹어주면 그만이에요
5,국물을 호로록 해주면 담백하고 깔끔함
3,진짜 입맛에 맞았던 편이에요
4,경치 좋은곳에서 밥먹고 가족과 또 오고싶네요
3,만족스러울만했어요
5,밥상 채로해서 건장한 청년들이 밥상들고 오는 장면이 인상적이네용
3,보리밥 그럭저럭 만족해요
4,나물이 종류가 무척이나 많지만 다먹고 또 리필해서 먹었어음
5,소불고기는 안맵게 돼지고기는 맵게 해서 주시더라구요 
3,수구레소허파 대 괜찮았던 편이에요
3,밀복지리매운탕 여러모로 좋네요
5,친구들이랑 라이딩을 다녀오면서 저녁으로 먹었던곳 속이 확 풀리고 든든하게 먹었던 곳임
5,맛과 비주얼 그리고 양이 비교가 안되는 곳이다
5,식탁이 없어서 어디에 앉을까 당황했는데 밥상이 밥이랑 같이 나옴
4,건물 입구쪽에서 환하게 빛나는 미사리 밀빛 초계국수 간판이 잘보여서 찾기 쉬웠어요 
5,맛집이라 그런지 연예인들 싸인이 정말 많음
5,운동끝나고 먹으러 가는걸 좋아해요 시원한 초계국수 한그릇 뚝딱하면 기분이 최고더라구요
4,간단하게 먹기 편하고 최고로 든든하게 배도 채울 수 있음
4,초계국수의 재료와 육수의 조화좋아
4,온계진 칼국수 따뜻하고 양도 많고 좋네용
4,라이딩후 저녁 맛은 그럭저럭 조아용
4,팔당대교 저녁 노을
5,소불고기 보다 돼지 불고기가 더 맛있다고 해서 돼지 불고기 먹었어여
4,팔당냉면 식신로드 만점 왠 줄이  물냉보단 비냉이 굿
3,아주 맛있었고요
4,주차동간도 넉넉하게 있어서 편했어요
4,각종나물과 시원한 된장국 먹고 나면 속이 편해서 좋아요 
4,된장찌개 전문점 답개 된장찌개가 진짜 시원하고 맛있어영
5,년 전통의 맛 그대로 미사리 맛집이다
4,매번 볼때마다 놀라는 양과 비주얼임
3,꽤 만족스러울만한 것 같아요
4,와 닭고기를 산처럼 올려줌
5,본점의 포스는 남달라요
3,닭내장전골 대 먹고싶을만했구요
5,보기만핻 벌써 배가 든든해지는 그런 자태에요
3,아주 깔끔했습니다
5,한창 차려서 밥상이 왔어요 나물 밑반찬이 많아서 좋네요
3,생복지리매운탕 좋은 편이네요
5,무려 년 전통을 자랑한다는 미사리 맛집 한정식 마방집이에요
4,비빔밥 해먹을 그릇을 달라고 하면 고추장과 약간의 채소가 담긴 그릇을 주신다
5,정말 어머니 또는 할머니가 해주는 정감가고 맛있는 나물이에요
3,진짜 가볼만했던 것 같네요
5,한상이 그대로  통째로 나옴 신기방기
4,온계진 칼국수 들추다 보념 닭다리가 정말 맘에 드네요 
5,시원하고 새콤한 맛이 입안에 한가득 차서 잊을 수 없네요
5,와 여기가보시면 느끼시겠지만 상다리 부러질 것 같은 한정식집이에요 
4,가격은 그리 싼편은아니지만 전통을 보고 값어치 있어보이그
5,오랜만에 가서 오리지널 대표음식을 먹었어여 명불허전하네여
5,성인남자가 한그릇 먹어도 엄청 배불러하는 정도입니다
4,역시 본점은 본점인가 보다 다른지점 가봤는데 맛과 서비스가 더 우수한듯
4,건강하고 상큼하고 깨끗하고 신선한 맛임
5,한정식은 인당 개씩으로 필수로 시키셔야해요 
3,만족합니다
3,밀복지리매운탕 깔끔할 것 같아요
4,약간 신이나서 살짝 흡입했을 뿐인데 순식간에 잔해 밖에 안남은 말 그대로 폭풍흡입했네영
3,수구레소허파 대 추천할만했던거 같다
5,양이 꽤 되그 맛있그 좋그
3,진짜 갈만했었다
5,미사리 맛집이라는 명성답게 마방집 돼지고기도 엄청 맛있네요
3,또 가고 싶은 것 같아요
3,먹을만했습니다
5,초벌구이 항정살 진짜로 맛있었어요
4,인생맛집이다 
3,좋은 맛이었던 것 같아요
3,그냥 그래요
4,추워진다 몸보신을 해야될 때입니다 삼계탕 원츄
4,닭고기 살에 살얼음과 환상조화를 이룬 초계국수
3,추천할만한 것 같구요
4,오래된집이라고 해서 가봤는데 나름 정갈한 한정식이라 생각되요
4,맛집으로 유명한곳이라 다녀왔어요 초계국수가 개인적으로 입에 맞았습니다 시원한 육수가 입안이 개운해지는 동치미 국수 같은 느낌이 나구요 비빔국수보다는 초계국수가 나은듯합니다 전병은 두부가 안에 많이 들어있는데 자꾸 부셔져서 깨끗이 먹기는 힘들더라구요
3,아주 맛있었던 편이네요
3,먹고싶을만했음
4,맛있네요
3,그냥 갈만한 편이에요
3,시홍스면 그런대로 먹을만 했던거 같다
3,심쿵함미친맛이다 심장폭행
4,신신로드에 나온집
3,건강삼계탕 맛있었었던 것 같구요
4,이름이 머에요머에요
4,돼지김치찌개 정말 먹고싶어진다
4,꼬기 언제 익어요
4,고기들이 줄줄이  사람 많다
4,나왔어요 냠냠후루룩
4,지금 미사리 초계국수 도착 자전거타기 좋은날씨인것 같네요 줄이 너무 길어서큰일이네요 먹고언제가지 우리집서  평속 훔너무 여유부리면서 왔나봐요 시간분맛점하세요 
3,돼지김치찌개 정말 좋은 편이에요
4,가끔 땡길때 가는 집입니다 동네에서 괜찮은집이에요
4,울엄니 환갑생일잔치를 요기서 했는데
3,고동어로 시쯤 포장 준비해노소
3,나름 미식가인 제 입맛도 사로잡은 맛집
3,위쿵하는 맛
3,추천할만했음
3,괜찮노
3,여긴 정말 강추입니다
4,진짜 먹고싶었어요
3,와글와글횟집천호점
4,만족할만한 편입니다
3,곱빼기 정말 훌륭했던거 같아요
4,좋다
4,그럭저럭 괜찮았던 편이에요
4,맛있구요
3,고등어회 진짜 먹고싶을만했다
3,진짜 먹을만했었던거 같아요
4,꽤 훌륭했던거 같아요
3,또 가고 싶은 편이네요
